"Rancorously","adv.","In a rancorous manner."
"Rand","v. i.","To rant; to storm."
"Random","a.","Going at random or by chance; done or made at hazard, or without settled direction, aim, or purpose; hazarded without previous calculation; left to chance; haphazard; as, a random guess."
"Randomly","adv.","In a random manner."
"Randon","n.","Random."
"Ranedeer","n.","See Reindeer."
"Range","v.","See Range of cable, below."
"Rangement","n.","Arrangement."
"Ranger","n.","One of a body of mounted troops, formerly armed with short muskets, who range over the country, and often fight on foot."
"Rangership","n.","The office of the keeper of a forest or park."
"Rangle","v. i.","To range about in an irregular manner."
"Rank","superl.","Inflamed with venereal appetite."
"Rank","n. & v.","Elevated grade or standing; high degree; high social position; distinction; eminence; as, a man of rank."
"Ranked","imp. & p. p.","of Rank"
"Ranking","p. pr. & vb. n.","of Rank"
"Ranker","n.","One who ranks, or disposes in ranks; one who arranges."
"Rankled","imp. & p. p.","of Rankle"
"Rankling","p. pr. & vb. n.","of Rankle"
"Rankle","v. t.","To cause to fester; to make sore; to inflame."
"Rankly","adv.","With rank or vigorous growth; luxuriantly; hence, coarsely; grossly; as, weeds grow rankly."
"Rankness","n.","The condition or quality of being rank."
"Rannel","n.","A prostitute."
"Ranny","n.","The erd shrew."
"Ransacked","imp. & p. p.","of Ransack"
"Ransacking","p. pr. & vb. n.","of Ransack"
"Ransack","n.","The act of ransacking, or state of being ransacked; pillage."
"Ransom","n.","The release of a captive, or of captured property, by payment of a consideration; redemption; as, prisoners hopeless of ransom."
"Ransomed","imp. & p. p.","of Ransom"
"Ransoming","p. pr. & vb. n.","of Ransom"
"Ransom","n.","To redeem from captivity, servitude, punishment, or forfeit, by paying a price; to buy out of servitude or penalty; to rescue; to deliver; as, to ransom prisoners from an enemy."
"Ransomable","a.","Such as can be ransomed."
"Ransomer","n.","One who ransoms or redeems."
"Ransomless","a.","Incapable of being ransomed; without ransom."
"Ranted","imp. & p. p.","of Rant"
"Ranting","p. pr. & vb. n.","of Rant"
"Rant","n.","High-sounding language, without importance or dignity of thought; boisterous, empty declamation; bombast; as, the rant of fanatics."
"Ranterism","n.","The practice or tenets of the Ranters."
"Rantingly","adv.","In a ranting manner."
"Rantipole","v. i.","To act like a rantipole."
"Rantism","n.","Ranterism."
"Ranty","a.","Wild; noisy; boisterous."
"Ranula","n.","A cyst formed under the tongue by obstruction of the duct of the submaxillary gland."
"Ranunculaceous","a.","Of or pertaining to a natural order of plants (Ranunculaceae), of which the buttercup is the type, and which includes also the virgin's bower, the monkshood, larkspur, anemone, meadow rue, and peony."
"Ranunculuses","pl. ","of Ranunculus"
"Rap","n.","A quick, smart blow; a knock."
"Rapped","imp. & p. p.","of Rap"
"Rapt","","of Rap"
"Rapping","p. pr. & vb. n.","of Rap"
"Rapacity","n.","The act or practice of extorting or exacting by oppressive injustice; exorbitant greediness of gain."
"Raparee","n.","See Rapparee."
"Raphaelite","n.","One who advocates or adopts the principles of Raphaelism."
"Rapid","a.","The part of a river where the current moves with great swiftness, but without actual waterfall or cascade; -- usually in the plural; as, the Lachine rapids in the St. Lawrence."
"Rapidity","n.","The quality or state of being rapid; swiftness; celerity; velocity; as, the rapidity of a current; rapidity of speech; rapidity of growth or improvement."
"Rapidly","adv.","In a rapid manner."
"Rapidness","n.","Quality of being rapid; rapidity."
"Rappage","n.","The enlargement of a mold caused by rapping the pattern."
"Rapparee","n.","A wild Irish plunderer, esp. one of the 17th century; -- so called from his carrying a half-pike, called a rapary."
"Rapped","","imp. &amp; p. p. of Rap, to strike."
"Rapper","n.","A forcible oath or lie."
"Rapport","n.","Relation; proportion; conformity; correspondence; accord."
"Rapscallion","n.","A rascal; a good-for-nothing fellow."
"Raptor","n.","A ravisher; a plunderer."
"Raptores","n. pl.","Same as Accipitres. Called also Raptatores."
"Raptorial","a.","Rapacious; living upon prey; -- said especially of certain birds."
"Rapture","n.","A spasm; a fit; a syncope; delirium."
"Raptured","imp. & p. p.","of Rapture"
"Rapturing","p. pr. & vb. n.","of Rapture"
"Rapture","v. t.","To transport with excitement; to enrapture."
"Rapturist","n.","An enthusiast."
"Rare","superl.","Characterized by wide separation of parts; of loose texture; not thick or dense; thin; as, a rare atmosphere at high elevations."
"Rarely","adv.","Finely; excellently; with rare skill. See 3d Rare, 2."
"Rareness","n.","The state or quality of being rare."
"Rareripe","n.","An early ripening fruit, especially a kind of freestone peach."
"Rarification","n.","See Rarefaction."
"Rarities","pl. ","of Rarity"
"Rarity","n.","The quality or state of being rare; rareness; thinness; as, the rarity (contrasted with the density) of gases."
"Rarity","n.","That which is rare; an uncommon thing; a thing valued for its scarcity."
"Rasante","a.","Sweeping; grazing; -- applied to a style of fortification in which the command of the works over each other, and over the country, is kept very low, in order that the shot may more effectually sweep or graze the ground before them."
"Rascal","a.","Of or pertaining to the common herd or common people; low; mean; base."
"Rascaldom","n.","State of being a rascal; rascality; domain of rascals; rascals, collectively."
"Rascaless","n.","A female rascal."
"Rascalities","pl. ","of Rascality"
"Rascality","n.","The poorer and lower classes of people."
"Rascallion","n.","A low, mean wretch."
"Rascally","a.","Like a rascal; trickish or dishonest; base; worthless; -- often in humorous disparagement, without implication of dishonesty."
"Rased","imp. & p. p.","of Rase"
"Rasing","p. pr. & vb. n.","of Rase"
"Rase","v. t.","To rub along the surface of; to graze."
"Rash","n.","A fine eruption or efflorescence on the body, with little or no elevation."
"Rasher","n.","A thin slice of bacon."
"Rasher","n.","A California rockfish (Sebastichthys miniatus)."
"Rashful","a.","Rash; hasty; precipitate."
"Rashling","n.","A rash person."
"Rashly","adv.","In a rash manner; with precipitation."
"Rashness","n.","The quality or state of being rash."
"Rasp","v.","The raspberry."
"Raspberry","n.","The shrub bearing this fruit."
"Rasper","n.","One who, or that which, rasps; a scraper."
"Raspis","n.","The raspberry."
"Ratted","imp. & p. p.","of Rat"
"Ratting","p. pr. & vb. n.","of Rat"
"Rat","v. i.","To catch or kill rats."
"Ratability","n.","The quality or state of being ratable."
"Ratable","a.","Made at a proportionate rate; as, ratable payments."
"Ratafia","n.","A spirituous liquor flavored with the kernels of cherries, apricots, peaches, or other fruit, spiced, and sweetened with sugar; -- a term applied to the liqueurs called noyau, cura/ao, etc."
"Ratan","n.","See Rattan."
"Ratany","n.","Same as Rhatany."
"Rataplan","n.","The iterative sound of beating a drum, or of a galloping horse."
"Ratch","n.","A ratchet wheel, or notched bar, with which a pawl or click works."
"Ratchel","n.","Gravelly stone."
"Ratchet","n.","A pawl, click, or detent, for holding or propelling a ratchet wheel, or ratch, etc."
"Ratchet","n.","A mechanism composed of a ratchet wheel, or ratch, and pawl.  See Ratchet wheel, below, and 2d Ratch."
"Rate","n.","The class of a merchant vessel for marine insurance, determined by its relative safety as a risk, as A1, A2, etc."
"Rated","imp. & p. p.","of Rate"
"Rating","p. pr. & vb. n.","of Rate"
"Rate","v. i.","To make an estimate."
"Rateable","a.","See Ratable."
"Ratel","n.","Any carnivore of the genus Mellivora, allied to the weasels and the skunks; -- called also honey badger."
"Ratepayer","n.","One who pays rates or taxes."
"Rater","n.","One who rates or estimates."
"Rater","n.","One who rates or scolds."
"Ratfish","n.","Same as Rat-tail."
"Rather","a.","More readily or willingly; preferably."
"Rather","a.","On the other hand; to the contrary of what was said or suggested; instead."
"Rathripe","n.","A rareripe."
"Ratification","n.","The act of ratifying; the state of being ratified; confirmation; sanction; as, the ratification of a treaty."
"Ratifier","n.","One who, or that which, ratifies; a confirmer."
"Ratifying","p. pr. & vb. n.","of Ratify"
"Ratify","n.","To approve and sanction; to make valid; to confirm; to establish; to settle; especially, to give sanction to, as something done by an agent or servant; as, to ratify an agreement, treaty, or contract; to ratify a nomination."
"Ratihabition","n.","Confirmation or approbation, as of an act or contract."
"Ratio","n.","Hence, fixed relation of number, quantity, or degree; rate; proportion; as, the ratio of representation in Congress."
"Ratiocinate","v. i.","To reason, esp. deductively; to offer reason or argument."
"Rational","a.","Relating to the reason; not physical; mental."
"Rationalist","n.","One who accepts rationalism as a theory or system; also, disparagingly, a false reasoner. See Citation under Reasonist."
"Rationalization","n.","The act or process of rationalizing."
"Rationalize","v. i.","To use, and rely on, reason in forming a theory, belief, etc., especially in matters of religion: to accord with the principles of rationalism."
"Rationally","adv.","In a rational manner."
"Rationalness","n.","The quality or state of being rational; rationality."
"Ratitate","a.","Of or pertaining to the Ratitae."
"Ratite","n.","One of the Ratitae."
"Ratlines","n. pl.","Alt. of Ratlins"
"Ratlins","n. pl.","The small transverse ropes attached to the shrouds and forming the steps of a rope ladder."
"Ratoon","n.","Same as Rattoon, n."
"Ratsbaned","a.","Poisoned by ratsbane."
"Rat-tail","n.","Any fish of the genus Macrurus. See Grenadier, 2."
"Rat-tailed","a.","Having a long, tapering tail like that of a rat."
"Rattan","n.","One of the long slender flexible stems of several species of palms of the genus Calamus, mostly East Indian, though some are African and Australian. They are exceedingly tough, and are used for walking sticks, wickerwork, chairs and seats of chairs, cords and cordage, and many other purposes."
"Ratteen","n.","A thick woolen stuff quilled or twilled."
"Ratter","n.","Anything which catches rats; esp., a dog trained to catch rats; a rat terrier. See Terrier."
"Rattled","imp. & p. p.","of Rattle"
"Rattling","p. pr. & vb. n.","of Rattle"
"Rattle","n.","The noise in the throat produced by the air in passing through mucus which the lungs are unable to expel; -- chiefly observable at the approach of death, when it is called the death rattle. See R/le."
"Rattlebox","n.","An American herb (Crotalaria sagittalis), the seeds of which, when ripe, rattle in the inflated pod."
"Rattle-headed","a.","Noisy; giddy; unsteady."
"Rattlemouse","n.","A bat."
"Rattlepate","n.","A rattlehead."
"Rattle-pated","a.","Rattle-headed."
"Rattler","n.","One who, or that which, rattles."
"Rattlesnake","n.","Any one of several species of venomous American snakes belonging to the genera Crotalus and Caudisona, or Sistrurus. They have a series of horny interlocking joints at the end of the tail which make a sharp rattling sound when shaken. The common rattlesnake of the Northern United States (Crotalus horridus), and the diamond rattlesnake of the South (C. adamanteus), are the best known. See Illust. of Fang."
"Rattoon","n.","One of the stems or shoots of sugar cane of the second year's growth from the root, or later. See Plant-cane."
"Rattooned","imp. & p. p.","of Rattoon"
"Rattooning","p. pr. & vb. n.","of Rattoon"
"Rattoon","v. i.","To sprout or spring up from the root, as sugar cane from the root of the previous year's planting."
"Raucid","a.","Hoarse; raucous."
"Raucity","n.","Harshness of sound; rough utterance; hoarseness; as, the raucity of a trumpet, or of the human voice."
"Raucous","a.","Hoarse; harsh; rough; as, a raucous, thick tone."
"Raught","","imp. &amp; p. p. of Reck."
"Raunch","v. t.","See Ranch."
"Raunsoun","n.","Ransom."
"Ravage","n.","Desolation by violence; violent ruin or destruction; devastation; havoc; waste; as, the ravage of a lion; the ravages of fire or tempest; the ravages of an army, or of time."
"Ravaging","p. pr. & vb. n.","of Ravage"
"Ravager","n.","One who, or that which, ravages or lays waste; spoiler."
"Raved","imp. & p. p.","of Rave"
"Raving","p. pr. & vb. n.","of Rave"
"Rave","v. t.","To utter in madness or frenzy; to say wildly; as, to rave nonsense."
"Ravehook","n.","A tool, hooked at the end, for enlarging or clearing seams for the reception of oakum."
"Raveled","imp. & p. p.","of Ravel"
"Ravelled","","of Ravel"
"Ravelling","","of Ravel"
"Ravel","v. i.","To make investigation or search, as by picking out the threads of a woven pattern."
"Raveler","n.","One who ravels."
"Ravelin","n.","A detached work with two embankments which make a salient angle. It is raised before the curtain on the counterscarp of the place. Formerly called demilune, and half-moon."
"Raveling","n.","That which is raveled out; esp., a thread detached from a texture."
"Ravened","imp. & p. p.","of Raven"
"Ravening","p. pr. & vb. n.","of Raven"
"Raven","v. t.","To obtain or seize by violence."
"Ravener","n.","A bird of prey, as the owl or vulture."
"Ravening","a.","Greedily devouring; rapacious; as, ravening wolves."
"Ravenous","a.","Devouring with rapacious eagerness; furiously voracious; hungry even to rage; as, a ravenous wolf or vulture."
"Ravine","n.","A deep and narrow hollow, usually worn by a stream or torrent of water; a gorge; a mountain cleft."
"Raving","a.","Talking irrationally and wildly; as, a raving lunatic."
"Ravished","imp. & p. p.","of Ravish"
"Ravishing","p. pr. & vb. n.","of Ravish"
"Ravish","v. t.","To have carnal knowledge of (a woman) by force, and against her consent; to rape."
"Ravisher","n.","One who ravishes (in any sense)."
"Ravishing","a.","Rapturous; transporting."
"Ravishingly","adv.","In a ravishing manner."
"Ravishment","n.","The act of ravishing a woman; rape."
"Raw","n.","A raw, sore, or galled place; a sensitive spot; as, to touch one on the raw."
"Rawbone","a.","Rawboned."
"Rawboned","a.","Having little flesh on the bones; gaunt."
"Rawhead","n.","A specter mentioned to frighten children; as, rawhead and bloodybones."
"Rawhide","n.","A cowhide, or coarse riding whip, made of untanned (or raw) hide twisted."
"Rawish","a.","Somewhat raw."
"Rawly","adv.","Without proper preparation or provision."
"Rawness","n.","The quality or state of being raw."
"Rayed","imp. & p. p.","of Ray"
"Razed","imp. & p. p.","of Raze"
"Razing","p. pr. & vb. n.","of Raze"
"Raze","v. t.","To erase; to efface; to obliterate."
"Razor","v. t.","A tusk of a wild boar."
"Razorable","a.","Ready for the razor; fit to be shaved."
"Razorback","n.","The rorqual."
"Razor-backed","a.","Having a sharp, lean, or thin back; as, a razor-backed hog, perch, etc."
"Razorbill","n.","See Cutwater, 3."
"Reach","n.","An effort to vomit."
"Reached","imp. & p. p.","of Reach"
"Raught","","of Reach"
"Reaching","p. pr. & vb. n.","of Reach"
"Reachable","a.","Being within reach."
"Reacher","n.","One who reaches."
"Reachless","a.","Being beyond reach; lofty."
"React","v. i.","To act upon each other; to exercise a reciprocal or a reverse effect, as two or more chemical agents; to act in opposition."
"Reaction","n.","Backward tendency or movement after revolution, reform, or great progress in any direction."
"Reactionary","a.","Being, causing, or favoring reaction; as, reactionary movements."
"Reactionaries","pl. ","of Reactionary"
"Reactionary","n.","One who favors reaction, or seeks to undo political progress or revolution."
"Reactionist","n.","A reactionary."
"Reactive","a.","Having power to react; tending to reaction; of the nature of reaction."
"Reading","p. pr. & vb. n.","of Read"
"Read","a.","Instructed or knowing by reading; versed in books; learned."
"Readability","n.","The state of being readable; readableness."
"Readable","a.","Such as can be read; legible; fit or suitable to be read; worth reading; interesting."
"Readdress","v. t.","To address a second time; -- often used reflexively."
"Reader","n.","A book containing a selection of extracts for exercises in reading; an elementary book for practice in a language; a reading book."
"Readership","n.","The office of reader."
"Readily","adv.","In a ready manner; quickly; promptly."
"Readily","adv.","Without delay or objection; without reluctance; willingly; cheerfully."
"Readiness","n.","The state or quality of being ready; preparation; promptness; aptitude; willingness."
"Reading","a.","Addicted to reading; as, a reading community."
"Readjourn","v. t.","To adjourn a second time; to adjourn again."
"Readjournment","n.","The act of readjourning; a second or repeated adjournment."
"Readjust","v. t.","To adjust or settle again; to put in a different order or relation; to rearrange."
"Readjuster","n.","One who, or that which, readjusts; in some of the States of the United States, one who advocates a refunding, and sometimes a partial repudiation, of the State debt without the consent of the State's creditors."
"Readjustment","n.","A second adjustment; a new or different adjustment."
"Readmission","n.","The act of admitting again, or the state of being readmitted; as, the readmission of fresh air into an exhausted receiver; the readmission of a student into a seminary."
"Readmit","v. t.","To admit again; to give entrance or access to again."
"Readmittance","n.","Allowance to enter again; a second admission."
"Readopt","v. t.","To adopt again."
"Readorn","v. t.","To adorn again or anew."
"Readvance","v. i.","To advance again."
"Readvertency","n.","The act of adverting to again, or of reviewing."
"Ready-made","a.","Made already, or beforehand, in anticipation of need; not made to order; as, ready-made clothing; ready-made jokes."
"Ready-witted","a.","Having ready wit."
"Reaffirm","v. t.","To affirm again."
"Reaffirmance","n.","Alt. of Reaffirmation"
"Reaffirmation","n.","A second affirmation."
"Reafforest","v. t.","To convert again into a forest, as a region of country."
"Reafforestation","n.","The act or process of converting again into a forest."
"Reagent","n.","A substance capable of producing with another a reaction, especially when employed to detect the presence of other bodies; a test."
"Reaggravation","n.","The last monitory, published after three admonitions and before the last excommunication."
"Reagree","v. i.","To agree again."
"Reak","n.","A prank."
"Real","n.","A realist."
"Realism","n.","Fidelity to nature or to real life; representation without idealization, and making no appeal to the imagination; adherence to the actual fact."
"Realist","n.","An artist or writer who aims at realism in his work. See Realism, 2."
"Realistic","a.","Of or pertaining to the realists; in the manner of the realists; characterized by realism rather than by imagination."
"Realistically","adv.","In a realistic manner."
"Realities","pl. ","of Reality"
"Reality","n.","See 2d Realty, 2."
"Realizable","a.","Capable of being realized."
"Realization","n.","The act of realizing, or the state of being realized."
"Realized","imp. & p. p.","of Realize"
"Realizing","p. pr. & vb. n.","of Realize"
"Realize","v. i.","To convert any kind of property into money, especially property representing investments, as shares in stock companies, bonds, etc."
"Realizer","n.","One who realizes."
"Realizing","a.","Serving to make real, or to impress on the mind as a reality; as, a realizing view of the danger incurred."
"Reallege","v. t.","To allege again."
"Realliance","n.","A renewed alliance."
"Realm","n.","Hence, in general, province; region; country; domain; department; division; as, the realm of fancy."
"Realmless","a.","Destitute of a realm."
"Realness","n.","The quality or condition of being real; reality."
"Realty","n.","Real estate; a piece of real property."
"Ream","n.","Cream; also, the cream or froth on ale."
"Reamed","imp. & p. p.","of Ream"
"Reaming","p. pr. & vb. n.","of Ream"
"Reamer","n.","One who, or that which, reams; specifically, an instrument with cutting or scraping edges, used, with a twisting motion, for enlarging a round hole, as the bore of a cannon, etc."
"Reamputation","n.","The second of two amputations performed upon the same member."
"Reanimate","v. t.","To animate anew; to restore to animation or life; to infuse new life, vigor, spirit, or courage into; to revive; to reinvigorate; as, to reanimate a drowned person; to reanimate disheartened troops; to reanimate languid spirits."
"Reanimation","n.","The act or operation of reanimating, or the state of being reanimated; reinvigoration; revival."
"Reannexation","n.","Act of reannexing."
"Reanswer","v. t. & i.","To answer in return; to repay; to compensate; to make amends for."
"Reap","v.","A bundle of grain; a handful of grain laid down by the reaper as it is cut."
"Reaper","n.","One who reaps."
"Reapparel","v. t.","To clothe again."
"Reappear","v. i.","To appear again."
"Reappearance","n.","A second or new appearance; the act or state of appearing again."
"Reapplication","n.","The act of reapplying, or the state of being reapplied."
"Reappoint","v. t.","To appoint again."
"Reappointment","n.","The act of reappointing, or the state of being reappointed."
"Reapportion","v. t.","To apportion again."
"Reapportionment","n.","A second or a new apportionment."
"Reapproach","v. i. & t.","To approach again or anew."
"Rear","v. i.","To rise up on the hind legs, as a horse; to become erect."
"Reardorse","n.","Alt. of Reardoss"
"Reardoss","n.","A reredos."
"Rearer","n.","One who, or that which, rears."
"Reargue","v. t.","To argue anew or again."
"Reargument","n.","An arguing over again, as of a motion made in court."
"Rear-horse","n.","A mantis."
"Rearly","adv.","Early."
"Rearmost","a.","Farthest in the rear; last."
"Rearmouse","n.","Alt. of Reremouse"
"Rearrange","v. t.","To arrange again; to arrange in a different way."
"Rearrangement","n.","The act of rearranging, or the state of being rearranged."
"Rearward","n.","The last troop; the rear of an army; a rear guard. Also used figuratively."
"Reascend","v. i.","To rise, mount, or climb again."
"Reascension","n.","The act of reascending; a remounting."
"Reascent","n.","A returning ascent or ascension; acclivity."
"Reasoned","imp. & p. p.","of Reason"
"Reasoning","p. pr. & vb. n.","of Reason"
"Reason","n.","To exercise the rational faculty; to deduce inferences from premises; to perform the process of deduction or of induction; to ratiocinate; to reach conclusions by a systematic comparison of facts."
"Reasonable","n.","Having the faculty of reason; endued with reason; rational; as, a reasonable being."
"Reasonableness","n.","Quality of being reasonable."
"Reasonably","adv.","In a reasonable manner."
"Reasonably","adv.","Moderately; tolerably."
"Reasoner","n.","One who reasons or argues; as, a fair reasoner; a close reasoner; a logical reasoner."
"Reasoning","n.","That which is offered in argument; proofs or reasons when arranged and developed; course of argument."
"Reasonist","n.","A rationalist."
"Reasonless","a.","Destitute of reason; as, a reasonless man or mind."
"Reasonless","a.","Void of reason; not warranted or supported by reason; unreasonable."
"Reassemblage","n.","Assemblage a second time or again."
"Reassemble","v. t. & i.","To assemble again."
"Reassert","v. t.","To assert again or anew; to maintain after an omission to do so."
"Reassertion","n.","A second or renewed assertion of the same thing."
"Reassessment","n.","A renewed or second assessment."
"Reassign","v. t.","To assign back or again; to transfer back what has been assigned."
"Reassignment","n.","The act of reassigning."
"Reassimilate","v. t. & i.","To assimilate again."
"Reassociate","v. t. & i.","To associate again; to bring again into close relations."
"Reassume","v. t.","To assume again or anew; to resume."
"Reassurance","n.","Same as Reinsurance."
"Reassure","v. t.","To reinsure."
"Reassurer","n.","One who reassures."
"Reattach","v. t.","To attach again."
"Reattachment","n.","The act of reattaching; a second attachment."
"Reattain","v. t.","To attain again."
"Reattempt","v. t.","To attempt again."
"Reaume","n.","Realm."
"Reaumur","n.","A Reaumur thermometer or scale."
"Reaving","p. pr. & vb. n.","of Reave"
"Reave","v. i.","To take away by violence or by stealth; to snatch away; to rob; to despoil; to bereave. [Archaic]"
"Reaver","n.","One who reaves."
"Reawake","v. i.","To awake again."
"Rebanish","v. t.","To banish again."
"Rebaptism","n.","A second baptism."
"Rebaptize","v. t.","To baptize again or a second time."
"Rebaptizer","n.","One who rebaptizes."
"Rebarbarize","v. t.","To reduce again to barbarism."
"Rebate","v. t.","To cut a rebate in. See Rabbet, v."
"Rebatement","n.","Same as 3d Rebate."
"Rebato","n.","Same as Rabato."
"Rebec","n.","An instrument formerly used which somewhat resembled the violin, having three strings, and being played with a bow."
"Rebec","n.","A contemptuous term applied to an old woman."
"Rebel","v. i.","Pertaining to rebels or rebellion; acting in revolt; rebellious; as, rebel troops."
"Rebel","n.","One who rebels."
"Rebelled","imp. & p. p.","of Rebel"
"Rebelling","p. pr. & vb. n.","of Rebel"
"Rebel","v. i.","To be disobedient to authority; to assume a hostile or insubordinate attitude; to revolt."
"Rebeldom","n.","A region infested by rebels; rebels, considered collectively; also, conduct or quality characteristic of rebels."
"Rebeller","n.","One who rebels; a rebel."
"Rebellow","v. i.","To bellow again; to repeat or echo a bellow."
"Rebloom","v. i.","To bloom again."
"Reblossom","v. i.","To blossom again."
"Reboant","a.","Rebellowing; resounding loudly."
"Reboation","n.","Repetition of a bellow."
"Reboil","v. t. & i.","To boil, or to cause to boil, again."
"Reborn","p. p.","Born again."
"Rebound","n.","The act of rebounding; resilience."
"Rebuff","n.","Sudden check; unexpected repulse; defeat; refusal; repellence; rejection of solicitation."
"Rebuffed","imp. & p. p.","of Rebuff"
"Rebuffing","p. pr. & vb. n.","of Rebuff"
"Rebuild","v. t.","To build again, as something which has been demolished; to construct anew; as, to rebuild a house, a wall, a wharf, or a city."
"Rebuilder","n.","One who rebuilds."
"Rebukable","a.","Worthy of rebuke or reprehension; reprehensible."
"Rebuked","imp. & p. p.","of Rebuke"
"Rebuking","p. pr. & vb. n.","of Rebuke"
"Rebuke","n.","Check; rebuff."
"Rebukeful","a.","Containing rebuke; of the nature of rebuke."
"Rebuker","n.","One who rebukes."
"Rebukingly","adv.","By way of rebuke."
"Rebullition","n.","The act of boiling up or effervescing."
"Rebury","v. t.","To bury again."
"Rebuses","pl. ","of Rebus"
"Rebut","v. i.","To make, or put in, an answer, as to a plaintiff's surrejoinder."
"Rebuttable","a.","Capable of being rebutted."
"Rebuttal","n.","The giving of evidence on the part of a plaintiff to destroy the effect of evidence introduced by the defendant in the same suit."
"Rebutter","n.","The answer of a defendant in matter of fact to a plaintiff's surrejoinder."
"Recadency","n.","A falling back or descending a second time; a relapse."
"Recalcitrant","a.","Kicking back; recalcitrating; hence, showing repugnance or opposition; refractory."
"Recalcitrate","v. i.","To kick back; to kick against anything; hence, to express repugnance or opposition."
"Recalcitration","n.","A kicking back again; opposition; repugnance; refractoriness."
"Recall","n.","A call on the trumpet, bugle, or drum, by which soldiers are recalled from duty, labor, etc."
"Recallable","a.","Capable of being recalled."
"Recallment","n.","Recall."
"Recanted","imp. & p. p.","of Recant"
"Recanting","p. pr. & vb. n.","of Recant"
"Recant","v. i.","To revoke a declaration or proposition; to unsay what has been said; to retract; as, convince me that I am wrong, and I will recant."
"Recantation","n.","The act of recanting; a declaration that contradicts a former one; that which is thus asserted in contradiction; retraction."
"Recanter","n.","One who recants."
"Recapacitate","v. t.","To qualify again; to confer capacity on again."
"Recapitulate","v. t.","To repeat, as the principal points in a discourse, argument, or essay; to give a summary of the principal facts, points, or arguments of; to relate in brief; to summarize."
"Recapitulation","n.","The act of recapitulating; a summary, or concise statement or enumeration, of the principal points, facts, or statements, in a preceding discourse, argument, or essay."
"Recapitulator","n.","One who recapitulates."
"Recapitulatory","a.","Of the nature of a recapitulation; containing recapitulation."
"Recapper","n.","A tool used for applying a fresh percussion cap or primer to a cartridge shell in reloading it."
"Recaption","n.","The act of retaking, as of one who has escaped after arrest; reprisal; the retaking of one's own goods, chattels, wife, or children, without force or violence, from one who has taken them and who wrongfully detains them."
"Recaptor","n.","One who recaptures; one who takes a prize which had been previously taken."
"Recapture","v. t.","To capture again; to retake."
"Recarbonize","v. t.","To restore carbon to; as, to recarbonize iron in converting it into steel."
"Recarnify","v. t.","To convert again into flesh."
"Recarriage","n.","Act of carrying back."
"Recarry","v. t.","To carry back."
"Recast","v. t.","To compute, or cast up, a second time."
"Receded","imp. & p. p.","of Recede"
"Receding","p. pr. & vb. n.","of Recede"
"Receipt","n.","A writing acknowledging the taking or receiving of goods delivered; an acknowledgment of money paid."
"Receipt","n.","That which is received; that which comes in, in distinction from what is expended, paid out, sent away, and the like; -- usually in the plural; as, the receipts amounted to a thousand dollars."
"Receipted","imp. & p. p.","of Receipt"
"Receipting","p. pr. & vb. n.","of Receipt"
"Receipt","v. t.","To give a receipt for; as, to receipt goods delivered by a sheriff."
"Receiptment","n.","The receiving or harboring a felon knowingly, after the commission of a felony."
"Receiptor","n.","One who receipts; specifically (Law), one who receipts for property which has been taken by the sheriff."
"Receivability","n.","The quality of being receivable; receivableness."
"Receivable","a.","Capable of being received."
"Received","imp. & p. p.","of Receive"
"Receiving","p. pr. & vb. n.","of Receive"
"Receive","v. i.","To return, or bat back, the ball when served; as, it is your turn to receive."
"Receivedness","n.","The state or quality of being received, accepted, or current; as, the receivedness of an opinion."
"Receiver","n.","A capacious vessel for receiving steam from a distant boiler, and supplying it dry to an engine."
"Receivership","n.","The state or office of a receiver."
"Recelebrate","v. t.","To celebrate again, or anew."
"Recency","n.","The state or quality of being recent; newness; new state; late origin; lateness in time; freshness; as, the recency of a transaction, of a wound, etc."
"Recense","v. t.","To review; to revise."
"Recension","n.","The act of reviewing or revising; review; examination; enumeration."
"Recensionist","n.","One who makes recensions; specifically, a critical editor."
"Recent","a.","Of late origin, existence, or occurrence; lately come; not of remote date, antiquated style, or the like; not already known, familiar, worn out, trite, etc.; fresh; novel; new; modern; as, recent news."
"Recenter","v. t.","To center again; to restore to the center."
"Recently","adv.","Newly; lately; freshly; not long since; as, advices recently received."
"Recentness","n.","Quality or state of being recent."
"Receptacle","n.","A special branch which bears the fructification in many cryptogamous plants."
"Receptacula","pl. ","of Receptaculum"
"Receptaculum","n.","A receptacle; as, the receptaculum of the chyle."
"Receptary","n.","That which is received."
"Receptibility","n.","A receptible thing."
"Receptible","a.","Such as may be received; receivable."
"Reception","n.","A retaking; a recovery."
"Receptive","a.","Having the quality of receiving; able or inclined to take in, absorb, hold, or contain; receiving or containing; as, a receptive mind."
"Receptiveness","n.","The quality of being receptive."
"Receptivity","n.","The power or capacity of receiving impressions, as those of the external senses."
"Receptory","n.","Receptacle."
"Recessed","imp. & p. p.","of Recess"
"Recessing","p. pr. & vb. n.","of Recess"
"Recess","n.","A decree of the imperial diet of the old German empire."
"Recessed","a.","Having a recess or recesses; as, a recessed arch or wall."
"Recession","n.","The act of ceding back; restoration; repeated cession; as, the recession of conquered territory to its former sovereign."
"Recessional","a.","Of or pertaining to recession or withdrawal."
"Recessive","a.","Going back; receding."
"Rechabite","n.","One of the descendants of Jonadab, the son of Rechab, all of whom by his injunction abstained from the use of intoxicating drinks and even from planting the vine. Jer. xxxv. 2-19. Also, in modern times, a member of a certain society of abstainers from alcoholic liquors."
